gridID,tofArea,totalArea,percentTOF
1481-3-11-19-1,0.014627328269585967,1.0854861671546996,1.3475370494980552
1481-3-11-19-2,0.021976331066399814,1.0854799861557036,2.0245726634012287
1481-3-11-19-3,0.01234654567527771,1.0824662070556805,1.1405940984393816
1481-3-11-19-4,0.023591716760024427,1.085325446902275,2.1736997715624993
1481-3-11-2-1,0.01530667958188057,1.0867538938870132,1.4084770864848601
1481-3-11-2-2,0.007800354788273573,1.0867477218364328,0.7177705213029755
1481-3-11-2-3,0.004340879315860569,1.0761522711139917,0.4033703623899857
1481-3-11-2-4,0.003458306827239692,1.0761461573444904,0.3213603285796649
1481-3-11-3-1,0.0026492008308768274,1.086741549749881,0.24377468879206418
1481-3-11-3-2,0,1.0762852349144965,0
1481-3-11-3-3,0.0027222689286097884,1.086587233446151,0.2505338591155736
1481-3-11-3-4,3.678906740620732e-4,1.0865810602265,0.033857637274239405
1481-3-11-4-1,0,1.0867276624056994,0
1481-3-11-4-2,0.0012510366459414363,1.086721490179494,0.11512026377014063
1481-3-11-4-3,7.357677635550499e-5,1.0865748869666456,0.00677144090463077
1481-3-11-4-4,4.4146327035874127e-4,1.0761201733400823,0.041023603245771256
1481-3-11-5-1,0.008168351737573742,1.0867153179025053,0.7516551577960334
1481-3-11-5-2,0.0032376834995895623,1.0867091455969513,0.2979346877412205
1481-3-11-5-3,0.013464467720232904,1.0761140593452305,1.2512119513079736
1481-3-11-5-4,0.0074308291699886325,1.0761079453091174,0.6905282320775068
1481-3-11-6-1,0.03067963689608872,1.0760131721431165,2.851232465396635
1481-3-11-6-2,0.002133417570658028,1.0864529560599328,0.19636538874126278
1481-3-11-6-3,0.029643571377918124,1.0939563521447255,2.7097581470962027
1481-3-11-6-4,0.005810946704678238,1.0863001325070112,0.5349301294171326
1481-3-11-7-1,0.008018831955850124,1.0864467818923293,0.7380786697976356
1481-3-11-7-2,0.014197830583550036,1.0940915978666992,1.2976820781032867
1481-3-11-7-3,0.005737385499432683,1.0758480585900247,0.5332895712942898
1481-3-11-7-4,0.003972142318315804,1.075841942666471,0.36921244290502947
1481-3-11-8-1,0.0027956003081053495,1.0864344334111213,0.2573188240479356
1481-3-11-8-2,0.001839098965920508,1.0759810692094267,0.1709229854082637
1481-3-11-8-3,0.0030893827894181015,1.0862800627926885,0.28440021088812856
1481-3-11-8-4,0,1.0939237034945413,0
1481-3-11-9-1,2.942646731287241e-4,1.0864205411801189,0.027085705946712
1481-3-11-9-2,0.005738162484653294,1.0864143667712955,0.5281743927693523
1481-3-11-9-3,0.015225607275702059,1.0862677119500637,1.4016440982461962
1481-3-11-9-4,0.008458969386436045,1.0758159495179207,0.7862840656179673
1481-3-11-a-1,0.020966746827133,1.0864081923328488,1.9299142785467234
1481-3-11-a-2,0.008606615307308734,1.086402017851025,0.7922127505187433
1481-3-11-a-3,0.003751500943876803,1.0758098333743067,0.3487141339943063
1481-3-11-a-4,0.016844954620696604,1.0758037171767354,1.5658018606687225
1481-3-11-b-1,0.06236707795238495,1.075708910668418,5.7977653000598135
1481-3-11-b-2,0.004192194571137428,1.0861457381421624,0.3859698034913915
1481-3-11-b-3,0.07177312629419565,1.085999038222313,6.608949342320051
1481-3-11-b-4,0.002941595001719892,1.085992860833153,0.2708668820772133
1481-3-11-c-1,0.00728106475161016,1.0937884319517985,0.6656739584105443
1481-3-11-c-2,0.005368716207787395,1.0861333854163289,0.4942962144312963
1481-3-11-c-3,0.005368102277606725,1.0755437390278577,0.49910590177008934
1481-3-11-c-4,0.017648917590610682,1.07553762094602,1.640939121691259
1481-3-11-d-1,2.9417424377053974e-4,1.0861272089772374,0.02708469517558186
1481-3-11-d-2,0.0036771102400645615,1.0756767964301854,0.341841550572409
1481-3-11-d-3,0.003970878328494728,1.093620479710646,0.3630947300424876
1481-3-11-d-4,0.009485907043807208,1.085966606483549,0.8734989627833374
1481-3-11-e-1,0.01338478928846121,1.086113311863646,1.2323566189879807
1481-3-11-e-2,6.618738285154105e-4,1.0937557770826818,0.06051385897871939
1481-3-11-e-3,0.0047800004843771456,1.0859604288679807,0.44016341270923476
1481-3-11-e-4,0.011397959077268838,1.0755116186490954,1.0597708922554767
1481-3-11-f-1,0.0011766847421899437,1.086100958668068,0.10834027286311969
1481-3-11-f-2,0,1.08609478201209,0
1481-3-11-f-3,0.034267429035536943,1.0755055003609508,3.186169575519273
1481-3-11-f-4,0,1.0754993820209653,0
1481-3-12-1-1,0.0050036582195237276,1.086702973240614,0.4604439614812607
1481-3-12-1-2,0.005739403830178082,1.0762470290334076,0.5332794121933809
1481-3-12-1-3,0.0032373452403619885,1.0865486501054913,0.2979475645243938
1481-3-12-1-4,0.011404057547569275,1.0865424766160547,1.0495730993496226
1481-3-12-10-1,0.011395846166960896,1.0934276061205714,1.0422131381329223
1481-3-12-10-2,0.02646700390762091,1.0753341703886687,2.46128177048951
1481-3-12-10-3,0.0092628421754241,1.085626773175016,0.8532252892339841
1481-3-12-10-4,0.006836514547511935,1.0856205931705236,0.6297333147988738
1481-3-12-11-1,0.018233574495345354,1.0753280508341192,1.6956290204837292
1481-3-12-11-2,0.005366744357965887,1.0753219312361926,0.49908257258328814
1481-3-12-11-3,0.0020584176243767143,1.0856144131120742,0.1896085386777388
1481-3-12-11-4,0.0036755660409554837,1.0856082330113053,0.338572049215217
1481-3-12-12-1,0.0018380403627455235,1.0753158115948886,0.17093028326435336
1481-3-12-12-2,0.02323286725475639,1.0753096919070333,2.1605745237498524
1481-3-12-12-3,0.022640035598278048,1.0856020528724493,2.08548201786959
1481-3-12-12-4,0.0016172302271351218,1.0855958726944477,0.14897166319554608
1481-3-12-13-1,0.058302149381361905,1.0857426402701587,5.3697945736804575
1481-3-12-13-2,0.08557778920993209,1.0857364610824287,7.882003808236762
1481-3-12-13-3,1.4701395792514086e-4,1.085589692462489,0.013542313357053241
1481-3-12-13-4,0.011761893568612635,1.075144444104433,1.093982639552212
1481-3-12-14-1,0.10733675601486117,1.0857302818439156,9.886134504102547
1481-3-12-14-2,0.11829151636645198,1.0857241025620252,10.895172731941283
1481-3-12-14-3,0.006175019160829485,1.075138323203072,0.5743464843140139
1481-3-12-14-4,0.009556014932632447,1.0751322022773773,0.8888223152827727
1481-3-12-15-1,0.021167816728815438,1.0854738051080406,1.9500992680987397
1481-3-12-15-2,0.00970197911310941,1.075029670141086,0.9024847762421413
1481-3-12-15-3,0.024397997911401095,1.092962358182989,2.2322816269685535
1481-3-12-15-4,0.01726978255625814,1.0853130825862438,1.591225871442106
1481-3-12-16-1,0.0020580432768017055,1.0750235484314263,0.19144169258474472
1481-3-12-16-2,0,1.0750174266889692,0
1481-3-12-16-3,0.00374801392994076,1.0929499067069441,0.34292641473693136
1481-3-12-16-4,0.0013962765521407128,1.0853007181019931,0.128653425622215
1481-3-12-17-1,0.001910976267658174,1.0750113048957288,0.17776336480885008
1481-3-12-17-2,7.349872323349118e-4,1.0854413539002836,0.06771321450890962
1481-3-12-17-3,0.011096667910836636,1.0852945357889832,1.022456811944568
1481-3-12-17-4,0.006099447799570858,1.0852883534336537,0.5620117252961687
1481-3-12-18-1,0.0022049430749341847,1.085435172579661,0.20313908473169198
1481-3-12-18-2,0,1.085428991217777,0
1481-3-12-18-3,7.348692909777164e-4,1.0748460001969486,0.06836972839300356
1481-3-12-18-4,0.015358592857584357,1.0748398771902026,1.4289191519144313
1481-3-12-19-1,0.009114087455615401,1.085422809812516,0.8396808481654874
1481-3-12-19-2,0.007938030303061009,1.0854166283617617,0.7313348713886959
1481-3-12-19-3,0.0013228088680803775,1.074833754149601,0.12307102032974135
1481-3-12-19-4,0.008157297396473587,1.0748276310561002,0.7589400533421735
1481-3-12-2-1,0.0012509101139008998,1.0762409159166813,0.11622956304680584
1481-3-12-2-2,0.011111438291631639,1.0762348027819693,1.0324362548869057
1481-3-12-2-3,0.0016921099267676472,1.086536303080067,0.155734320332503
1481-3-12-2-4,0,1.086530129500702,0
1481-3-12-3-1,0.013686658503986895,1.0762286895996482,1.2717239966050584
1481-3-12-3-2,0.01346543925254792,1.0762225763686597,1.2511760622958106
1481-3-12-3-3,0,1.0865239558726698,0
1481-3-12-3-4,0.01397937337332964,1.0788662485279887,1.295746659273397
1481-3-12-4-1,5.150607375353575e-4,1.0762164630911202,0.04785847040993915
1481-3-12-4-2,0.006475089567780494,1.076210349783957,0.6016565041471986
1481-3-12-4-3,0.008313422418288887,1.0865116084928215,0.7651480530264223
1481-3-12-4-4,5.885684355646372e-4,1.0865054347399472,0.054170776946505544
1481-3-12-5-1,0.07873033803725242,1.0866520496255159,7.245220589643632
1481-3-12-5-2,0.08741217704479397,1.0789934411135091,8.101270472467894
1481-3-12-5-3,0.030460080306328834,1.086499260937348,2.803506767234266
1481-3-12-5-4,0.05628440806609392,1.0760452738960982,5.230672856570595
1481-3-12-6-1,0.014933416697397828,1.0863958433237075,1.3745833794531739
1481-3-12-6-2,0.001765599640287459,1.0759428498538732,0.1640979017172938
1481-3-12-6-3,5.148974801078438e-4,1.0862414658580124,0.047401751478998354
1481-3-12-6-4,0.0014710190617293118,1.0862352901997119,0.13542361171665254
1481-3-12-7-1,0.010814348452605307,1.0759367346021385,1.0051100687257652
1481-3-12-7-2,0.0029426258264780045,1.0759306193080842,0.27349587172919804
1481-3-12-7-3,0,1.0862291144959182,0
1481-3-12-7-4,0.009856179271779954,1.0862229387381672,0.9073808810583197
1481-3-12-8-1,0.007061908431828022,1.0759245039727687,0.6563572449323782
1481-3-12-8-2,0.013829581779196859,1.0759183885834962,1.2853746088868543
1481-3-12-8-3,0.0071347934972867365,1.0862167629380972,0.6568480381381615
1481-3-12-8-4,0.01713728473237157,1.0862105870957077,1.5777129164421941
1481-3-12-9-1,0.006620713688649237,1.0759122731603683,0.6153581340978344
1481-3-12-9-2,2.9423310525715355e-4,1.0863510766628384,0.0270845320244914
1481-3-12-9-3,5.88386965289712e-4,1.0862044112236946,0.05416908265239393
1481-3-12-9-4,0,1.0861982352882027,0
1481-3-12-a-1,0.0018390176411271096,1.0863449017736913,0.1692848779540014
1481-3-12-a-2,0.01397655898862332,1.078688454116933,1.295699322198198
1481-3-12-a-3,0.00875231248729676,1.075747140345648,0.8136031376745799
1481-3-12-a-4,0.028463600646190346,1.07574102370584,2.645952884471726
1481-3-12-b-1,6.618842851817608e-4,1.086088605310619,0.06094201540697163
1481-3-12-b-2,0.0038976777873709796,1.075638563638255,0.3623594317953253
1481-3-12-b-3,0.008529469191074371,1.0859341735492647,0.7854499286265828
1481-3-12-b-4,0.006250286597557365,1.0859279957009405,0.5755709975524625
1481-3-12-c-1,0.002132681995935738,1.0756324462409317,0.19827237486084878
1481-3-12-c-2,0.03610828956118226,1.0756263287843615,3.3569547894937357
1481-3-12-c-3,0,1.0859218178240508,0
1481-3-12-c-4,0.0031619713835716245,1.0859156399027259,0.29118020473992506
1481-3-12-d-1,0.02426856582594663,1.0756202113002837,2.256239290688775
1481-3-12-d-2,0.007942348849460483,1.0756140937685967,0.7384013370104806
1481-3-12-d-3,0.017647955686695874,1.0859094619306178,1.625177448525028
1481-3-12-d-4,0.04948571727925539,1.0859032839161902,4.557101724638922
1481-3-12-e-1,0.00985390510223806,1.0860499999343007,0.9073159709805404
1481-3-12-e-2,0.004118278070509434,1.086043822903797,0.3791999902451667
1481-3-12-e-3,0.06808659630770236,1.0858971058689655,6.27007807090687
1481-3-12-e-4,0.0563231776579842,1.075448904027015,5.23717839565248
1481-3-12-f-1,0.003309296571187675,1.086037645841554,0.30471287840334044
1481-3-12-f-2,0.007795003282383085,1.0783833598043249,0.7228415768393817
1481-3-12-f-3,0.03433857040890306,1.0754427852849961,3.1929704563319206
1481-3-12-f-4,0.08529282192445546,1.075436666490078,7.930994412049124
1481-3-13-1-1,0.14605900795269758,1.0761920095651745,13.5718353838839
1481-3-13-1-2,0.11750839499662072,1.0761858960760384,10.91896812856188
1481-3-13-1-3,0.09542266666758806,1.0760391593711973,8.867954835709696
1481-3-13-1-4,0.04200802769228816,1.0864807392830402,3.866430961308059
1481-3-13-10-1,0.0958707376422733,1.0857179232431053,8.830169935474732
1481-3-13-10-2,0.1321868828800991,1.078065886529535,12.26148462091029
1481-3-13-10-3,0.0029404374525249005,1.0751260812913777,0.27349698827815816
1481-3-13-10-4,0.009923656075082719,1.0751199602662325,0.9230277961377742
1481-3-13-11-1,0.08506054256428779,1.0857055644709022,7.834586590310091
1481-3-13-11-2,0.054255077766090634,1.0752607328806967,5.0457601683953985
1481-3-13-11-3,0.08607550238236784,1.0675426149727554,8.062957035636893
1481-3-13-11-4,0.06027665277545154,1.0751077180900426,5.606568696440448
1481-3-13-12-1,0.06087194403452426,1.0752546128087939,5.661165579705237
1481-3-13-12-2,0,1.0752484926935135,0
1481-3-13-12-3,0.0031607114226520064,1.0778955994261354,0.2932298289681068
1481-3-13-12-4,0,1.0855340684472174,0
1481-3-13-13-1,0,1.0752423725274503,0
1481-3-13-13-2,0,1.0752362523254155,0
1481-3-13-13-3,1.4700255319476127e-4,1.0778833251946272,0.013638076567166289
1481-3-13-13-4,0,1.0855217070723773,0
1481-3-13-14-1,7.35123670771718e-5,1.0752301320863515,0.006836896110280141
1481-3-13-14-2,0.020510618362389505,1.0752240117996783,1.907566994161471
1481-3-13-14-3,9.55496714308858e-4,1.0778710507866294,0.08864666266076422
1481-3-13-14-4,0.011466526012077928,1.0750725208634586,1.066581629569365
1481-3-13-15-1,0.036014490059353414,1.085410446861282,3.3180526466736833
1481-3-13-15-2,7.349939309805631e-5,1.085404265330121,0.0067716145445311845
1481-3-13-15-3,0.02829231228528172,1.0748215079308598,2.632280064784643
1481-3-13-15-4,0.009112147000335157,1.0748153847569526,0.8477871762503364
1481-3-13-16-1,0.08922545544588566,1.0853980837502926,8.220528189767187
1481-3-13-16-2,0.014993348041631282,1.0853919021302612,1.381376442205286
1481-3-13-16-3,0.04931033853407949,1.0748092615460159,4.5878222581698855
1481-3-13-16-4,0.06885639539560676,1.074803138272658,6.406419272860287
1481-3-13-17-1,0.006908536399595439,1.0749500846008508,0.6426843905185335
1481-3-13-17-2,2.204859358072281e-4,1.0749439623442143,0.020511388828715983
1481-3-13-17-3,0.02116377952861041,1.0747970149791986,1.9690954881392195
1481-3-13-17-4,0.02175098257894069,1.0852265274829715,2.00428039935487
1481-3-13-18-1,0.0013228389059528709,1.0749378400272727,0.1230618977855788
1481-3-13-18-2,0,1.0749317176711857,0
1481-3-13-18-3,0.012418869084104896,1.085220344647318,1.144363828540356
1481-3-13-18-4,0.009332060079880059,1.0852141617661715,0.8599279670928969
1481-3-13-19-1,0.01977046589305252,1.0749255952770114,1.8392404069565031
1481-3-13-19-2,0.04990157854423672,1.074919472837344,4.64235506056255
1481-3-13-19-3,0.013080337697945536,1.0852079788458795,1.205330033774401
1481-3-13-19-4,0.032480133840940895,1.0747679286930711,3.022060202376626
1481-3-13-2-1,0.09705079031641037,1.0686010516836941,9.082041437587636
1481-3-13-2-2,0.0158931425550431,1.0761736689760983,1.4768194960729972
1481-3-13-2-3,0.03803639345122129,1.0864745653079897,3.5009004965007056
1481-3-13-2-4,0.015302164136782289,1.0788172054333092,1.418420475657518
1481-3-13-3-1,0.010595330624386667,1.0761675553536565,0.9845428410917636
1481-3-13-3-2,0.012214171121940016,1.0685828399879114,1.1430251979414334
1481-3-13-3-3,0.01522853290219605,1.0864622172309308,1.4016624472233423
1481-3-13-3-4,0.006694869619183242,1.0864560431236328,0.6162117336965655
1481-3-13-4-1,0.014273547332711517,1.0761553279849887,1.3263463889954945
1481-3-13-4-2,0.01927737539706379,1.0761492142408788,1.791329226650242
1481-3-13-4-3,0.06363495675873011,1.0787988135671094,5.898686201583549
1481-3-13-4-4,0,1.0864436947873681,0
1481-3-13-5-1,0.03634732334423065,1.0761431004502178,3.377554837179581
1481-3-13-5-2,0.06894111489982903,1.0865856901438833,6.344747176883951
1481-3-13-5-3,0.01765618410232663,1.0684143634845837,1.6525595972654101
1481-3-13-5-4,0.11447047077216953,1.0759856554056852,10.638661416820659
1481-3-13-6-1,0.025009454646013677,1.086332551859975,2.302191405678997
1481-3-13-6-2,0.005737472894638777,1.075881695396185,0.533281021434796
1481-3-13-6-3,0.006693176828883588,1.075734907033235,0.6221957459150111
1481-3-13-6-4,0.016548821228310466,1.0757287903119623,1.5383822927627784
1481-3-13-7-1,0.028761855505980552,1.0758755797043293,2.673344023096504
1481-3-13-7-2,0.022876775079615413,1.0758694639786184,2.126352298820339
1481-3-13-7-3,0.06465024125030637,1.0861673549981714,5.952143650129791
1481-3-13-7-4,0.08855019289510697,1.0861611788045318,8.15258311778078
1481-3-13-8-1,0.025892422289021312,1.0682868457531483,2.423733137963241
1481-3-13-8-2,0,1.0758572324023545,0
1481-3-13-8-3,0.0335378477653563,1.0861550025717468,3.087758900520364
1481-3-13-8-4,0.01345959431361407,1.0784998908970356,1.247992181289804
1481-3-13-9-1,0.0017654744181558489,1.0758511165369897,0.16410025430271966
1481-3-13-9-2,0,1.0758450006345956,0
1481-3-13-9-3,0,1.086142649981335,0
1481-3-13-9-4,5.883313394486904e-4,1.086136473615244,0.054167349475928064
1481-3-13-a-1,0.01978755076664686,1.0758388846898823,1.839267110367623
1481-3-13-a-2,0.08804620655146242,1.0786286702132375,8.162791235101908
1481-3-13-a-3,0,1.0756875013123899,0
1481-3-13-a-4,0.017725199226856232,1.0756813842504471,1.6478112837480634
1481-3-13-b-1,0.08162562574508786,1.0860252915911675,7.515996761502282
1481-3-13-b-2,0.05486004320701212,1.0860191143913864,5.05148044634151
1481-3-13-b-3,0.10088054229158164,1.0678570931076632,9.44700774501581
1481-3-13-b-4,0.09779093279548734,1.0754244287902117,9.093240787313741
1481-3-13-c-1,0.06677308195224405,1.0755712698227018,6.208150387212461
1481-3-13-c-2,0.08802722535470874,1.0755651519545764,8.184276442458255
1481-3-13-c-3,0.08808761521889269,1.0754183098746837,8.191009434194713
1481-3-13-c-4,0.018455264119558036,1.0858538582476527,1.6996084675097143
1481-3-13-d-1,0.0205173104756549,1.075559034022972,1.9075950112113222
1481-3-13-d-2,0,1.0755529160490482,0
1481-3-13-d-3,0.03720306908647716,1.0858476798460037,3.4261775179879135
1481-3-13-d-4,0,1.0858415013967455,0
1481-3-13-e-1,0,1.0679725248208791,0
1481-3-13-e-2,0.001250181012906134,1.0755406800006926,0.11623744560785268
1481-3-13-e-3,0,1.08583532290411,0
1481-3-13-e-4,0,1.0858291443649233,0
1481-3-13-f-1,0,1.067960374845229,0
1481-3-13-f-2,7.353192730247974e-5,1.085971239660576,0.006771075017185758
1481-3-13-f-3,0,1.0858229657844751,0
1481-3-13-f-4,0.008087316718131303,1.0678039285443126,0.7573784383015303
1481-3-14-1-1,0.04708953603628278,1.0789275484878347,4.364476196968079
1481-3-14-1-2,0.036127298521213234,1.068547933158852,3.38097126016737
1481-3-14-1-3,0.030603318274319172,1.0759795404512436,2.8442286422551097
1481-3-14-1-4,0.002427612737111747,1.0683961478251442,0.22722028173290032
1481-3-14-10-1,0.01220338267505914,1.0856576725700944,1.1240543850410858
1481-3-14-10-2,0.030728585988886656,1.0856514927708507,2.8304281985059236
1481-3-14-10-3,0.02330023352085799,1.0674955093235672,2.182700846734474
1481-3-14-10-4,0.01521599251459539,1.0750602780154497,1.4153618011711824
1481-3-14-11-1,7.351697003841401e-5,1.0752071807833314,0.006837470150157847
1481-3-14-11-2,0,1.075201060322091,0
1481-3-14-11-3,0.010363618156962096,1.0674833526119067,0.9708458807909751
1481-3-14-11-4,0,1.0854861671546996,0
1481-3-14-12-1,0,1.0676231444782018,0
1481-3-14-12-2,0,1.0751888192959278,0
1481-3-14-12-3,0.005145060165457427,1.077835760901086,0.47735103548207414
1481-3-14-12-4,0.0044834421539008615,1.0750373222107144,0.41704990713076634
1481-3-14-13-1,7.35130993872881e-5,1.0779769118478075,0.006819543032816545
1481-3-14-13-2,0,0.9466740739806593,0
1481-3-14-13-3,0.0013229348704367875,1.0674605583007337,0.12393290413865385
1481-3-14-13-4,0.0030137179747372865,1.0750250788654536,0.2803393180294795
1481-3-14-14-1,0,0.02102289126983285,0
1481-3-14-14-3,0,1.0625246209441572,0
1481-3-14-14-4,0.011759490915380418,0.5556431496538594,2.1163746772917205
1481-3-14-15-1,0.010362515923246742,1.0853501750243901,0.9547624501017723
1481-3-14-15-2,2.204875056669116e-4,1.0853439930552244,0.02031498834265836
1481-3-14-15-3,0.01814944581375271,1.074761805131942,1.6886947160840549
1481-3-14-15-4,0.012124130452245474,1.0747556815475374,1.1280824712448112
1481-3-14-16-1,0,1.0853378110522032,0
1481-3-14-16-2,0.0024252254698053,1.0748965133000463,0.22562408937020373
1481-3-14-16-3,0,1.0747495579017698,0
1481-3-14-16-4,4.408890859410167e-4,1.0671748184923902,0.04131367029104619
1481-3-14-17-1,0.01616780091755092,1.074890390658304,1.504134845567755
1481-3-14-17-2,0.05129663923942298,1.0748842679689528,4.77229416859459
1481-3-14-17-3,0.020942341633357106,1.0851724261890352,1.9298630455349395
1481-3-14-17-4,0.013006310977548362,1.067164177406162,1.2187731984371293
1481-3-14-18-1,0.035863081974811854,1.085314628142014,3.3043949694299286
1481-3-14-18-2,0.0013963653001710773,1.0748735531628728,0.12990972715462185
1481-3-14-18-3,0.026526616665236653,1.0747265938775687,2.4682199934710582
1481-3-14-18-4,0.02307164876918495,1.0671520160133317,2.1619833372358754
1481-3-14-19-1,0.001763838197082281,1.0748674303592594,0.16409820851048978
1481-3-14-19-2,0.029615593846715988,1.0748613075048625,2.7552944403091755
1481-3-14-19-3,0.006465856085538864,1.0851492388966828,0.5958494789263249
1481-3-14-19-4,0.01998655293916166,1.0775012030156852,1.854898433822975
1481-3-14-2-1,0,0.5190716229147613,0
1481-3-14-2-3,2.2070022949576375e-4,1.063461950571902,0.020752997263049883
1481-3-14-2-4,0,0.1590418073478639,0
1481-3-14-6-1,0.02088981615947932,1.0862723435454071,1.9230735536632122
1481-3-14-6-2,0.0019858974115028977,1.0862661680902392,0.18281867463425625
1481-3-14-6-3,0.08067737825173885,1.068100089210637,7.553353760260635
1481-3-14-6-4,0.01544403784519434,1.0756691500070095,1.4357609721440556
1481-3-14-7-1,0,1.0758159495179207,0
1481-3-14-7-2,7.355775364488363e-5,1.0379292054385916,0.007086972142170406
1481-3-14-7-3,0.0013237226658537986,1.0680879410398005,0.12393386489928289
1481-3-14-7-4,0,1.086100958668068,0
1481-3-14-8-1,0,0.007354975599274039,0
1481-3-14-8-3,0,0.8787019014521241,0
1481-3-14-b-1,0.04500390753953159,1.085965062091559,4.144139540995404
1481-3-14-b-2,0.08272668785892427,1.0859588844611794,7.617847143446024
1481-3-14-b-3,0.05036432715409249,1.0753708868061005,4.6834378512586285
1481-3-14-b-4,0.03580708734103292,1.0677917761944606,3.353377328737913
1481-3-14-c-1,0.025516759157016875,1.0755116186490954,2.3725228732598347
1481-3-14-c-2,0,1.0679315179640427,0
