gridID,year,class_71,total_rast_area,class_21,class_41,class_42,class_43,class_90,class_95,class_52,class_22,class_23,class_82,class_11,class_31,class_24,class_81
1481-4-17-14-3,2020,1.047269843325846,1.0571909617983328,NA,0.009921118472486733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1481-4-17-14-4,2020,0.918289547020073,1.0318321891440108,NA,0.112440181006521,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0011024611174166202,NA,NA
1481-4-17-15-1,2020,0.5312910551611484,1.0394454139937759,NA,0.2579303936004938,0.08046830163359654,0.01984123577800393,0.0022044033499658104,NA,NA,NA,NA,0.14771002447056747,NA,NA,NA,NA
1481-4-17-15-2,2020,0.8685841817745531,1.0405416786224508,0.0385794243425727,NA,NA,NA,NA,NA,NA,NA,NA,0.13337807250532493,NA,NA,NA,NA
1481-4-17-15-3,2020,0.45078033343979723,0.5587928982649447,NA,0.08486711421921854,0.002204385033547878,NA,0.020941065572381016,NA,NA,NA,NA,NA,NA,NA,NA,NA
1481-4-17-15-4,2020,0.6249163163777269,0.6480611502972222,0.023144833919495338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1481-4-17-16-1,2020,1.0151886377787824,1.0559696632116968,0.04078102543291447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1481-4-17-16-2,2020,0.967784115292996,1.0592706913114487,0.056212459407329544,NA,NA,NA,NA,0.03527411661112308,NA,NA,NA,NA,NA,NA,NA,NA
1481-4-17-16-3,2020,0.6976500869534283,0.7152850695340901,0.01763498258066177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1481-4-17-16-4,2020,0.7703846878095522,0.7703846878095522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1481-4-17-17-1,2020,1.0184834265097311,1.0724927157855562,0.033065714448392375,NA,NA,NA,NA,0.020943574827432636,NA,NA,NA,NA,NA,NA,NA,NA
1481-4-17-17-2,2020,1.0283976340422878,1.0713849493319938,0.03086303275871277,NA,NA,NA,NA,0.0044088005944788455,NA,NA,NA,NA,0.007715481936514378,NA,NA,NA
1481-4-17-17-3,2020,0.7340113333237134,0.749440905100163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015429571776449678,NA,NA
1481-4-17-17-4,2020,0.6480461969637545,0.6744969795298549,0.02424651354029775,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0022042690258026127,NA,NA,NA
1481-4-17-18-1,2020,1.054846035827334,1.0581526561156465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0033066202883124353,NA,NA,NA
1481-4-17-18-2,2020,0.9854027912130029,1.0394109144211086,NA,0.054008123208105566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1481-4-17-18-3,2020,0.5929401064162249,0.5951443937594885,NA,NA,NA,NA,NA,0.002204287343263626,NA,NA,NA,NA,NA,NA,NA,NA
1481-4-17-18-4,2020,0.5433430672591912,0.5554665621607291,NA,0.012123494901537893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1481-4-17-19-1,2020,0.833288520240157,1.0405071482827655,NA,0.20721862804260838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1481-4-17-19-2,2020,0.887290910763316,1.0294793193635567,NA,0.14218840860024085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1481-4-17-19-3,2020,0.5102690237053025,0.8089357682150885,NA,0.2909520807436105,0.0011020765052735806,0.0044083670829832555,0.0022042201779186726,NA,NA,NA,NA,NA,NA,NA,NA,NA
1481-4-17-19-4,2020,0.8408717508752956,1.0723137703324872,0.019836796977341174,0.16752265078401596,NA,0.0011021070360541345,0.026449451422244294,0.005510272611886263,NA,0.004408263276517391,0.0011021192480921746,0.005510358101040125,NA,NA,NA,NA
1481-4-17-2-1,2020,0.7239053471967253,1.063790813969877,NA,NA,NA,NA,0.020967104699760673,NA,NA,NA,NA,0.31891836207339114,NA,NA,NA,NA
1481-4-17-2-2,2020,1.0317850823186618,1.0317850823186618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1481-4-17-2-3,2020,1.0415727864995095,1.0415727864995095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1481-4-17-2-4,2020,1.0294303496042307,1.0404634347246107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011033085120379926,NA,NA,NA
1481-4-17-3-1,2020,0.9953632791553689,1.0306756523073866,0.0353123731520176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1481-4-17-3-2,2020,1.0406017218087809,1.0406017218087809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1481-4-17-3-3,2020,0.9963264844124117,1.0592167811915971,0.038617429022908205,NA,NA,0.014343067366212606,0.004413212096095086,NA,NA,NA,NA,NA,0.00551658829396963,NA,NA,NA
1481-4-17-3-4,2020,1.0029433513739772,1.0603143890578217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05737103768384456,NA,NA,NA
1481-4-17-4-1,2020,0.9754901497795524,1.0405957593705895,NA,NA,NA,NA,NA,0.020966440171271562,NA,NA,NA,NA,0.044139169419765485,NA,NA,NA
1481-4-17-4-2,2020,1.0196251246808417,1.0593517159438974,NA,NA,NA,NA,NA,0.03972659126305581,NA,NA,NA,NA,NA,NA,NA,NA
1481-4-17-4-3,2020,1.032724045108857,1.07244622226763,NA,NA,NA,NA,NA,0.039722177158772964,NA,NA,NA,NA,NA,NA,NA,NA
1481-4-17-4-4,2020,1.0470636245705849,1.0691307948148614,NA,NA,NA,NA,NA,0.004413395018935203,NA,NA,NA,NA,0.002206581656217575,0.015447193569123746,NA,NA
1481-4-17-5-1,2020,1.008583699177322,1.0637599776319835,NA,NA,NA,NA,NA,0.04193380092298985,NA,NA,NA,NA,0.013242477531671522,NA,NA,NA
1481-4-17-5-2,2020,1.0185118779447924,1.0725830914730083,NA,NA,NA,NA,NA,0.00441404131308198,NA,NA,NA,NA,0.04855370456311108,0.0011034676520228386,NA,NA
1481-4-17-5-3,2020,1.0161650666288229,1.0558855242647323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002206715806722641,0.03751374182918666,NA,NA
1481-4-17-5-4,2020,1.0172650647070787,1.029401422357329,NA,NA,NA,NA,NA,0.002206569459110498,NA,NA,NA,NA,0.0033099029729962348,0.006619885218143462,NA,NA
1481-4-17-6-1,2020,0.5317391058167812,1.040331174655736,0.05626381346249581,NA,NA,NA,0.003309671243160963,0.0022063987068831918,NA,0.013238465411514045,NA,0.43357372001490074,NA,NA,NA,NA
1481-4-17-6-2,2020,0.7303130376973415,1.0579788453938626,0.04854153996375202,NA,NA,NA,NA,NA,NA,0.004412913285911083,NA,0.27471135444685807,NA,NA,NA,NA
1481-4-17-6-3,2020,0.8857546853274985,1.071070201749472,0.02095851275905967,NA,NA,NA,0.018751833479344844,0.004412303393155336,NA,0.02867942001736164,NA,0.11251344677305208,NA,NA,NA,NA
1481-4-17-6-4,2020,0.947528897014521,1.0600347191478239,NA,0.11250582213330282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1481-4-17-7-1,2020,0.8880821749153948,1.0590763181992089,0.02868334175884723,0.0937692493599653,NA,0.03750952203702928,NA,NA,NA,0.011032030127972365,NA,NA,NA,NA,NA,NA
1481-4-17-7-2,2020,1.02818169275569,1.072309691289088,0.04081860173374413,NA,NA,NA,NA,0.0033093967996537686,NA,NA,NA,NA,NA,NA,NA,NA
