id,gridArea,tof2010_sum,tof2016_sum,tof2020_sum
1548-2-5-12-2,0.30069929181812705,9.634098272193224e-4,0.01028905324049387,0.007800253608359024
1548-2-5-13-1,0.05862331689215451,0,4.7987575038149955e-4,4.0807903054263444e-4
1548-2-5-13-2,0.0665203145261854,0,0,0
1548-2-5-14-1,0.2903604030299038,0,0,0
1548-2-5-14-2,0.520834352208972,0.001747189854924567,0.0024870850843423976,0.0047859034262765195
1548-2-5-d-4,0.7174909805821031,3.8829977956600484e-5,0.04751830999078695,0.060577148622501645
1548-2-5-e-2,3.862997926763492e-4,0,0,0
1548-2-5-e-3,0.8217578923726678,3.047863951791078e-4,0.04622700258920529,0.011148739660237916
1548-2-5-e-4,0.9440505531528592,0,0,0
1548-2-5-f-1,0.06791846273951127,0,0,0
1548-2-5-f-2,0.18476419964424334,0,0,0
1548-2-5-f-3,1.0000000014280974,0,0,0
1548-2-5-f-4,1.0000000014282018,0,0,0
1549-1-1-10-1,0.635270013313219,0.0025911473402166737,0.01678405838477984,0.011664045634859241
1549-1-1-10-2,0.3309422874576878,0.007325219252081587,0.021377168340456672,0.01291268431894388
1549-1-1-11-1,7.495239234585315e-4,0,0,0
1549-1-1-13-2,0.0741924605511278,0.01950500380674843,0.021140200367408803,0.014855853874921799
1549-1-1-14-1,0.5379124892882406,0.04717136799952015,0.058348451287916867,0.04632415270806197
1549-1-1-14-2,0.9128786335279941,0.01390508865275234,0.019457774863039144,0.015578939134017564
1549-1-1-b-1,0.3016282169482,0,0,0
1549-1-1-b-2,0.3830973697605133,0,0,0
1549-1-1-b-3,1.000000001427248,0,0,0
1549-1-1-b-4,1.0000000014288128,0,0,0
1549-1-1-c-1,0.42871088772699983,0,0,0
1549-1-1-c-2,0.4743418440859616,0,0,0
1549-1-1-c-3,0.7095521938818171,0,0,0
1549-1-1-c-4,0.200452769097629,0,0,0
1549-1-1-d-1,0.5199906115278974,0,0,0
1549-1-1-d-2,0.5431973383418321,0,0,0
1549-1-1-d-3,0.0699264478094289,0,0,0
1549-1-1-d-4,0.12954718501148,0,0,0
1549-1-1-e-1,0.5231188240874186,0,0,0
1549-1-1-e-2,0.5019719061720223,0,0,0
1549-1-1-e-3,0.497520612231046,0,0,0
1549-1-1-e-4,0.9435390079028905,0.03397483600811194,0.036892166982500814,0.022443992338807322
1549-1-1-f-1,0.48084276902733,0,0,0
1549-1-1-f-2,0.4597314133156389,0,0,0
1549-1-1-f-3,1.000000001423806,0,0,0
1549-1-1-f-4,1.0000000014256836,0,0,0
1548-2-5-d-4,0.28250902097392083,0,0.021814081073047595,0.0832073867753567
1548-2-5-e-2,0.9996136916561424,0,0,0
1548-2-5-e-3,0.1657181470232457,0,0.002661294722147286,0.0018604180144649
1548-2-5-e-4,0.04929528696960211,0,0,0
1548-2-5-f-1,0.9320815384461284,0,0,0
1548-2-5-f-2,0.8152358016072959,0,0,0
1549-1-1-b-1,0.6983717843723148,0,0,0
1549-1-1-b-2,0.616902631645754,0,0,0
1549-1-1-c-1,0.5712891136906668,0,0,0
1549-1-1-c-2,0.5256581573455259,0,0,0
1549-1-1-d-1,0.4800093899096399,0,0,0
1549-1-1-d-2,0.4568026630830839,0,0,0
1549-1-1-e-1,0.4768811773437932,0,0,0
1549-1-1-e-2,0.49802809526041897,0,0,0
1549-1-1-f-1,0.5191572324091345,0,0,0
1549-1-1-f-2,0.5402685881218091,0,0,0
