id,gridArea,tof2010_sum,tof2016_sum,tof2020_sum
1544-1-12-14-2,1.0000000014899373,0,0,0
1544-1-12-5-2,1.0000000014988184,0.008335848543993052,0.013563836525577244,0.019927127955725155
1544-1-12-5-4,1.0000000015030504,0.011103831528089358,0,0
1544-1-12-a-2,1.0000000014995336,0.009202887559183637,0,8.933218163065249e-5
1544-1-12-a-4,1.000000001493275,0.0015850804785486616,0,0
1544-1-12-f-2,1.0000000014896393,0.001846837956861691,0,2.5839513324399377e-4
1544-1-12-f-4,1.0000000015006065,3.1256146075975266e-4,0,7.832358858195221e-5
1544-1-13-1-1,1.0000000015027524,0.003029376243716797,0.0011800421909242687,0.0010511352418802744
1544-1-13-1-2,1.0000000015043615,0.0337420293252535,0.029208860789537994,0.028615493861366303
1544-1-13-1-3,1.000000001502514,0.02132683367079835,6.781398805628669e-4,3.119717770232455e-4
1544-1-13-1-4,1.0000000015071036,0.011390150220620399,0.0024541340670793943,0.0021113664590757253
1544-1-13-10-1,1.0000000014953614,0.012302946330407849,8.533415194165173e-4,0.003309484548992714
1544-1-13-10-2,1.0000000014892816,0.047246443540757355,0.004767020211772888,0.005679617337818854
1544-1-13-10-3,1.0000000014868975,7.741946004671263e-4,0,0
1544-1-13-10-4,1.0000000014935733,0.010356971243993485,0.0037229714751561005,0.0027220392623235057
1544-1-13-11-1,1.0000000014878512,0.00780381913165229,6.396356127424951e-4,3.43247882938158e-4
1544-1-13-11-2,1.000000001484096,4.3545402115796605e-4,5.78103831117005e-5,0
1544-1-13-11-3,1.0000000014923216,0.005603262420606825,0.001927997193149622,0
1544-1-13-11-4,1.0000000014898778,0.014133816614162242,0.0014297062696186913,8.707008214514644e-5
1544-1-13-12-1,1.000000001489818,0.010231072821511589,8.277192154082513e-4,0
1544-1-13-12-2,1.0000000014920234,0.009324282647924065,0.0015916038132672838,9.388415419948615e-4
1544-1-13-12-3,1.000000001487732,0.002599603683506757,2.1218307620074484e-4,0
1544-1-13-12-4,1.000000001489997,0.006753597362603614,2.5827942442901985e-4,0
1544-1-13-13-1,1.0000000014857053,0.058325634594211806,0.02252160778664347,0.02531772931655496
1544-1-13-13-2,1.0000000014887451,0.02687079824625016,0.008895898541652514,0.007278674994893208
