id,gridArea,tof2010_sum,tof2016_sum,tof2020_sum
1482-3-15-18-4,0.6008891311337352,0,0,0
1482-3-15-19-3,0.9350601658003628,0,0,1.8117214102630896e-4
1482-3-15-19-4,0.6542566423051507,0.0018536242115487767,0.0021572934720666126,0.0037086605049125865
1482-3-16-15-3,0.26266288345688393,0.012749225193772418,0.007873490229144409,0.007214078617380437
1547-2-5-13-3,0.03155728445416316,0,0,0
1547-2-5-14-3,0.0045859662514775995,0,0,0
1547-2-5-14-4,0.256816962056756,2.432520702200236e-4,0,2.513114291673446e-4
1547-2-5-18-1,0.9930526733017861,0.015516482644500229,0.005224155386486018,0.006753090757740665
1547-2-5-18-2,0.9060592129817009,0.02188990749164077,0.012317816976747054,0.01808857335504399
1547-2-5-18-3,1.0000000014339685,0.15702779312391613,0.0209223708741888,0.026291906426024525
1547-2-5-18-4,1.0000000014305115,0.07726543763669724,0.0386076013770662,0.06273398279944331
1547-2-5-19-1,0.968730012765348,0.0465846201246336,0.0321965542526641,0.056167156344713476
1547-2-5-19-2,1.0000000014377832,0.022256977993606597,0.015602542644671757,0.034833694897542955
1547-2-5-19-3,1.0000000014389456,0.08164443240127639,0.06417213444939307,0.10492419379585272
1547-2-5-19-4,1.0000000014347434,0.058932479739951305,0.04655069701340153,0.12226963930362444
1547-2-a-4-1,1.0000000014347732,0.09631758518281686,0.003816833677717568,0.008311512452735315
1547-2-a-4-2,1.0000000014329256,0.09411820376629976,0.047945486942182924,0.061040759864340544
1547-2-a-4-3,1.0000000014320314,0.14868063298354173,0.08999001443095267,0.06922140580451241
1547-2-a-4-4,1.0000000014318526,0.2520784587146636,0.0953061938419637,0.15674667257945885
1547-2-a-5-1,1.0000000014283061,0.04327330778744454,0.005616068170922972,0.011411726754317897
1547-2-a-5-2,1.0000000014296173,0.08955160980457322,0.03628613275071757,0.11066212587297741
1547-2-a-5-3,1.0000000014334618,0.1848912496138837,0.05047419375392792,0.10741760969972347
1547-2-a-5-4,1.0000000014305412,0.20342843039315994,0.0943604882739919,0.2008415951387974
1547-2-a-9-1,1.0000000014291406,0.19386706841328305,0.15052398862167138,0.18152407192144437
1547-2-a-9-2,1.0000000014292598,0.45047636459617024,0.34129132242992455,0.4090369367589801
1547-2-a-9-3,1.000000001421839,0.16042970721491656,0.09402319194668962,0.13689750697557201
1547-2-a-9-4,0.9714922873816491,0.07246256623983527,0.04922788886347007,0.07575815886309556
1547-2-a-a-1,1.0000000014305412,0.3129833431717657,0.29033237464028616,0.2882814807210252
