id,gridArea,tof2010_sum,tof2016_sum,tof2020_sum
1482-3-11-19-1,0.2665106601292193,0.041081534680193293,0.014222075683524831,0.020535743095704353
1482-3-11-19-2,0.7337302940935045,0.13777667607820593,0.055462742880120874,0.09427083070980291
1482-3-11-19-3,0.07667531256881356,0.008739338306075893,0.003885966013322584,0.004509621599190868
1482-3-11-19-4,0.910811203555882,0.1655214452897897,0.0493395966224689,0.08436493739467207
1482-3-12-15-1,0.4194176430384442,0.03823897230952047,0.02526417993696686,0.03554143044427875
1482-3-12-15-2,0.058906555526457724,0.016427378448821604,0.0117662768844869,0.015852927226113155
1482-3-12-15-3,1.0000000014624297,0.23700041543960015,0.12938675926296506,0.1811630207108166
1482-3-12-15-4,0.9574867546283901,0.0847290004530428,0.055729992882220074,0.08795036978335305
1482-3-12-16-3,0.6133933834010065,0.0663510393071752,0.037771298001325684,0.06024565774545539
1482-3-12-16-4,0.21084647894893355,1.6600042808428405e-4,0,0
1482-3-16-12-3,0.031238859608851373,0,0,0
1482-3-16-12-4,0.7415259752042667,0.037005669366182756,0.03244410271179211,0.02937264924856834
1482-3-16-13-3,0.8548086290243417,0.04537640273450315,0.03927110053280741,0.03773550070775487
1482-3-16-13-4,0.5201748796688617,0.011809642508600839,0.0015840581048317253,0.00492165639789775
1482-3-16-14-3,0.12305509639282525,0.008767476184911095,0.0034138160604769365,0.006980961632316932
1482-3-16-17-1,0.42709438188102844,0,0,3.521178554464132e-5
1482-3-16-17-2,1.00000000144732,0.013304794254144653,0.012998866836664267,0.009774476065429858
1482-3-16-17-3,0.8960139007104412,0,0,2.567414733842015e-4
1482-3-16-17-4,1.000000001447469,7.27678589166142e-4,9.316065260861069e-5,0
1482-3-16-18-1,1.0000000014460086,0.12869779672744777,0.0828293580286419,0.08610337393839192
1482-3-16-18-2,1.0000000014523267,0.0651371658770116,0.010637035362561234,0.029352458801643923
1482-3-16-18-3,1.000000001448214,0.013807779129910283,0.010127519055604004,0.011387748401318678
1482-3-16-18-4,1.0000000014451147,0.016641448702282274,0.0014076932866023853,0.007163173143154941
1482-3-16-19-1,0.9899150941052138,0.1365506449365774,0.08836034870289824,0.10364967851099093
1482-3-16-19-2,0.7514624352034927,0.22335882453414982,0.13655453335138504,0.17367395851317977
1482-3-16-19-3,1.0000000014444292,0,0,0
1482-3-16-19-4,1.0000000014425516,0.00721378967505414,0.0033706894538337367,0.009302950419073924
1482-3-16-5-2,0.31234839188411834,0.11064521641820484,0.05989781817617453,0.10323186374163627
1482-3-17-1-1,0.9961700927312672,0.1251221929348344,0.05326663304304331,0.09334811832144019
1482-3-17-1-2,1.0000000014612973,0.13942288701263536,0.09128468793032783,0.07227976756450999
