id,gridArea,tof2010_sum,tof2016_sum,tof2020_sum
1482-4-18-10-1,0.008635473298862576,0.003514007002924569,0.004661378531951458,0.005317962274808436
1482-4-18-10-2,0.11450518271366135,5.619476932948455e-4,0.01023318967253901,0.011800187531735748
1482-4-18-10-3,0.58628916022522,0.015505868584864774,0.02735261960403435,0.030782753799196334
1482-4-18-10-4,0.7316177457159311,0.01777353841791302,0.08308622616402618,0.14982511181344746
1482-4-18-11-1,0.21465820215473325,2.0101263523381204e-4,0.0033746638078233225,0.003993092260501347
1482-4-18-11-2,0.026453443784493953,0,0,0
1482-4-18-11-3,0.9563668986867965,0.001258789295900613,0.01506972604121454,0.007730939235014841
1482-4-18-11-4,0.8148333865211234,5.648456490878016e-5,0.03404998960765544,9.103476310353727e-4
1482-4-18-10-1,0.9913644985714406,0.005105261901883408,0.011433570303607732,0.025651309414685703
1482-4-18-10-2,0.885494818458721,3.396752614825964e-4,0.015930741134319453,0.011004411678141915
1482-4-18-10-3,0.0760996602455154,0,0,0
1482-4-18-11-1,0.78534179937553406,0.002436611173993908,0.014525461614305154,0.024587011209580116
1482-4-18-11-2,0.8418522640005202,0.045181805978795515,0.041079922908989715,0.12101454469417407
1482-4-18-11-4,0.004169032524108887,0,0,0
1482-4-18-11-2,0.13169425548389554,0.001765920118908398,0.001932427923333831,0.017080817572703584
1482-4-18-11-4,0.18099761971613765,0,0,0
