id,gridArea,tof2010_sum,tof2016_sum,tof2020_sum
1482-4-10-14-2,0.007182587860409171,3.4384131991025064e-4,0,6.869494566060603e-4
1482-4-10-14-4,0.4914453431983292,0.13250024017318712,0.03840780190902669,0.19198332280639
1482-4-10-18-4,0.4640758389912695,0.09753539813758526,0.0012962930220570415,0.06951578775213473
1482-4-10-19-1,0.3965464786987007,0.04664558648098819,0.003967107830363326,0.06264917521040142
1482-4-10-19-2,0.9907035410808325,0.06792367452024203,0.014426540126400069,0.10051820883378014
1482-4-10-19-3,0.9972847449287325,0.14735556330153532,0.022868170262671076,0.1466498836988816
1482-4-10-19-4,1.0000000014571249,0.10132842743804586,0.024175242392481304,0.1279045710197799
1482-4-11-10-1,0.7120357299942635,0.1368950647333553,0.02589321740965359,0.1460755274667125
1482-4-11-10-2,1.0000000014642179,0.23976748212662802,0.052629189413169394,0.37512857904719377
1482-4-11-10-3,1.0000000014597477,0.04836304578158073,0.010746170262437314,0.11358037226014212
1482-4-11-10-4,1.0000000014591812,0.03625299117014184,0.008804501463013701,0.045669317558159124
1482-4-11-11-1,1.0000000014655888,0.13371443703143948,0.017872429787742904,0.22254311979861555
1482-4-11-11-2,1.0000000014650823,0.05955421227116045,0.012202623374680057,0.08339659068824258
1482-4-11-11-3,1.0000000014622212,0.10263200083978846,0.03152486983699817,0.11537309963489416
1482-4-11-11-4,1.0000000014627874,0.11822641464764158,0.02771321041235421,0.1119073646360496
1482-4-11-12-1,1.0000000014625787,6.465359184984118e-5,0,5.260489436322823e-4
1482-4-11-12-2,1.0000000014680028,0.031012835663235747,0.010620553413750605,0.0429476221136339
1482-4-11-12-3,1.000000001463428,0.09948594417862967,0.02048444204057101,0.10938870034821518
1482-4-11-12-4,1.0000000014630557,0.05369728428986762,2.6959462308324874e-4,0.06109687542807125
1482-4-11-13-1,1.000000001468882,0.0699862456280943,0.014833557928704657,0.08546708480429836
1482-4-11-13-3,1.0000000014602541,0.03175658783422131,0.0023758299651928244,0.030058983856138772
